product_id,sessions_a2b_qty,sessions_with_order,events_a2b_qty,events_pdp_a2b_qty,events_plp_a2b_qty,events_search_plp_a2b_qty,pages_before_a2b_qty,pdp_before_a2b_qty,plp_before_a2b_qty,search_plp_before_a2b_qty
20133019,4,2,4,2,0,2,18,2,1,15
20255795,4,2,4,3,0,1,18,4,11,3
20283591,4,3,4,3,0,1,11,6,1,4
20283592,4,4,4,4,0,0,15,13,2,0
20283786,4,3,4,3,0,1,15,10,3,2
20283812,4,4,4,3,0,1,18,10,3,5
20283855,4,3,4,3,0,1,16,11,1,4
20283886,4,2,4,4,0,0,14,12,2,0
20284333,4,1,4,4,0,0,64,18,0,46
20959153,4,1,4,2,0,2,13,3,1,9
21207138,4,1,5,4,0,1,12,5,2,5
21816960,4,0,5,1,0,4,11,2,4,5
22047082,4,1,4,4,0,0,7,7,0,0
22047433,4,1,4,4,0,0,8,8,0,0
22059075,4,1,6,2,0,4,9,4,2,3
26368895,4,2,4,3,0,1,14,10,3,1
26370342,4,0,4,3,0,1,14,6,0,8
26379791,4,0,5,5,0,0,10,8,1,1
26396520,4,3,4,3,0,1,33,11,12,10
26518636,4,4,4,3,0,1,19,9,4,6
26519483,4,2,4,1,0,3,29,12,4,13
26569916,4,0,4,4,0,0,5,5,0,0
26604849,4,3,4,4,0,0,7,5,2,0
26683722,4,0,7,7,0,0,20,18,0,2
26946918,4,1,4,4,0,0,21,15,1,5
26972801,4,2,4,4,0,0,6,4,1,1
26972814,4,1,4,4,0,0,9,6,3,0
26981599,4,2,5,4,0,1,9,4,4,1
26993171,4,4,4,2,0,2,25,13,5,7
27082595,4,0,4,3,0,1,8,3,2,3
27088949,4,1,7,7,0,0,19,9,1,9
27088972,4,1,5,3,0,2,27,12,0,15
27187373,4,1,4,4,0,0,5,5,0,0
27188195,4,1,4,4,0,0,16,9,0,7
27188237,4,2,4,4,0,0,5,5,0,0
27188308,4,0,4,4,0,0,4,4,0,0
27188311,4,2,4,4,0,0,5,5,0,0
27230520,4,1,4,4,0,0,5,5,0,0
27825901,4,0,4,3,0,1,13,6,1,6
28028903,4,2,5,3,0,2,36,19,6,11
28554806,4,3,4,4,0,0,6,6,0,0
28554811,4,2,4,4,0,0,12,9,1,2
28554895,4,1,4,4,0,0,6,6,0,0
28793558,4,3,4,3,0,1,12,3,3,6
29004123,4,0,4,4,0,0,8,8,0,0
29458688,4,3,4,3,0,1,9,6,1,2
29656025,4,3,4,4,0,0,26,12,2,12
30246543,4,1,4,2,0,2,19,6,1,12
31849857,4,3,4,4,0,0,24,16,0,8
31862502,4,2,4,3,0,1,13,12,0,1
32636555,4,2,5,1,0,4,42,15,4,23
32716326,4,0,4,4,0,0,9,9,0,0
32734757,4,2,6,6,0,0,6,6,0,0
33213463,4,2,4,3,0,1,6,4,1,1
33882132,4,3,6,6,0,0,19,15,2,2
34322140,4,3,4,3,0,1,47,29,5,13
34458606,4,1,5,5,0,0,14,14,0,0
34573973,4,3,4,4,0,0,16,12,4,0
34609615,4,1,4,3,0,1,13,4,3,6
34615925,4,0,4,3,0,1,21,16,1,4
34852014,4,0,4,4,0,0,24,15,1,8
34860010,4,1,5,5,0,0,4,4,0,0
35237555,4,0,5,0,5,0,13,0,13,0
35246161,4,1,5,0,0,5,16,1,0,15
35270465,4,3,5,4,0,1,19,11,2,6
35501244,4,1,4,4,0,0,24,12,0,12
35527451,4,3,4,2,0,2,10,2,4,4
35973779,4,1,4,3,0,1,6,2,1,2
36006286,4,1,4,4,0,0,16,11,0,5
36197847,4,2,4,4,0,0,14,13,0,1
36941252,4,0,4,0,4,0,21,7,14,0
36951361,4,4,4,4,0,0,11,9,1,1
38206547,4,1,4,3,0,1,6,3,2,1
19104612,3,0,3,3,0,0,4,4,0,0
19296228,3,2,3,0,0,3,71,31,3,37
19384521,3,1,3,2,0,1,19,2,7,10
19728493,3,0,4,3,0,1,16,11,1,4
19765181,3,1,3,3,0,0,6,4,1,1
19820931,3,1,4,4,0,0,15,14,1,0
19825350,3,0,3,3,0,0,11,6,2,3
19825381,3,0,3,2,0,1,6,5,0,1
19845632,3,0,3,2,0,1,6,3,1,2
19871233,3,1,3,1,0,2,11,3,2,6
20026274,3,1,3,2,0,1,20,6,2,11
20046252,3,1,3,1,0,2,22,5,4,13
20046386,3,2,3,1,0,2,22,5,2,15
20046458,3,3,3,3,0,0,13,11,1,1
20046524,3,1,3,1,0,2,36,3,2,31
20047393,3,1,3,2,0,1,9,4,2,2
20048234,3,1,3,3,0,0,17,8,2,7
20048236,3,1,3,3,0,0,23,21,2,0
20050692,3,0,3,3,0,0,16,7,3,6
20053114,3,2,3,3,0,0,8,7,0,1
20053556,3,1,3,3,0,0,8,8,0,0
20053568,3,1,3,3,0,0,9,7,2,0
20053588,3,0,3,2,0,1,9,5,1,3
20053599,3,1,4,4,0,0,12,5,1,6
20053654,3,1,3,3,0,0,28,16,0,12
20130974,3,1,3,3,0,0,4,3,0,0
20133212,3,1,3,2,0,1,11,4,1,6
20150192,3,1,3,3,0,0,9,5,2,2
20162009,3,2,3,3,0,0,4,3,0,1
20189400,3,0,3,3,0,0,3,3,0,0
20235138,3,0,6,1,0,5,10,2,2,6
20238152,3,2,3,3,0,0,11,8,3,0
20238213,3,0,6,5,0,1,11,6,1,4
20239529,3,0,3,3,0,0,8,7,1,0
20276439,3,0,3,2,0,1,16,6,3,7
20283587,3,2,3,3,0,0,15,6,2,7
20283589,3,1,3,3,0,0,8,6,2,0
20283590,3,2,3,3,0,0,29,15,7,7
20283738,3,2,3,2,0,1,9,3,0,6
20283747,3,2,3,3,0,0,5,5,0,0
20283887,3,0,3,2,0,1,13,4,1,8
20284118,3,2,3,3,0,0,6,6,0,0
20284137,3,0,3,2,0,1,12,7,2,3
20284262,3,2,3,3,0,0,14,11,3,0
20452739,3,1,4,4,0,0,24,18,5,1
20594659,3,2,3,3,0,0,12,6,1,5
20751535,3,3,3,0,0,3,19,2,1,16
20970917,3,0,3,1,0,2,7,3,1,3
20978878,3,1,3,2,0,1,17,8,4,5
21201345,3,2,3,3,0,0,10,8,2,0
21208466,3,1,3,3,0,0,19,14,4,1
21311587,3,1,3,3,0,0,5,4,1,0
21352055,3,1,4,0,0,4,8,0,4,4
21812597,3,0,3,2,0,1,16,12,1,3
21814516,3,1,3,1,0,2,30,17,0,13
22046799,3,1,3,2,0,1,14,9,0,5
22047035,3,2,3,3,0,0,14,9,1,4
26092373,3,3,3,3,0,0,6,3,2,1
26092420,3,1,3,1,0,2,7,1,2,4
26097702,3,2,3,3,0,0,6,5,1,0
26101054,3,2,3,1,0,2,6,2,2,2
26368894,3,2,3,3,0,0,19,12,0,7
26370213,3,1,3,3,0,0,21,18,2,1
26370343,3,0,3,2,0,1,13,8,4,1
26370352,3,0,3,2,0,1,14,4,6,4
26372766,3,1,3,2,0,1,19,8,4,7
26402570,3,2,3,2,0,1,10,3,2,5
26409046,3,1,4,3,0,1,10,5,0,5
26518558,3,1,3,3,0,0,4,4,0,0
26537642,3,0,3,3,0,0,8,5,2,1
26579100,3,0,3,2,0,1,10,6,3,1
26608227,3,0,3,3,0,0,21,14,7,0
26677691,3,0,3,2,0,1,6,2,3,1
26680857,3,0,3,3,0,0,6,4,1,1
26695631,3,0,3,2,0,1,29,10,5,14
26695639,3,1,3,1,0,2,60,18,2,40
26714543,3,1,3,2,0,1,9,4,1,4
26717376,3,2,4,3,0,1,39,12,2,25
26846534,3,0,3,3,0,0,7,7,0,0
26887983,3,0,3,3,0,0,17,10,4,3
26906859,3,3,3,3,0,0,6,5,1,0
26922568,3,2,3,1,0,2,14,6,2,6
26946322,3,1,3,3,0,0,5,5,0,0
26973365,3,0,3,3,0,0,14,12,2,0
26973883,3,0,3,2,0,1,8,5,1,2
26974047,3,2,3,3,0,0,16,15,0,0
26975164,3,0,3,3,0,0,19,10,1,8
26977505,3,1,3,3,0,0,10,5,5,0
26987596,3,0,3,3,0,0,8,5,3,0
27020596,3,1,3,3,0,0,19,19,0,0
27027584,3,1,4,4,0,0,5,5,0,0
27072174,3,0,4,3,0,1,10,5,3,2
27079347,3,1,3,2,0,1,19,13,3,3
27080467,3,1,3,3,0,0,24,17,5,2
27082662,3,2,3,1,0,2,20,8,3,9
27082843,3,3,3,3,0,0,7,5,1,1
27088950,3,0,4,4,0,0,11,9,2,0
27088951,3,1,3,2,0,1,19,16,0,3
27088968,3,1,3,1,0,2,20,11,3,6
27088975,3,1,3,3,0,0,4,4,0,0
27089988,3,2,3,3,0,0,4,4,0,0
27091225,3,0,3,3,0,0,5,5,0,0
27146007,3,3,3,3,0,0,5,3,2,0
27147793,3,1,3,1,0,2,19,9,1,9
27148375,3,1,4,3,0,1,4,3,0,1
27148413,3,1,3,3,0,0,12,8,1,3
27169350,3,0,3,0,3,0,15,0,15,0
27182639,3,2,4,4,0,0,4,4,0,0
27182695,3,2,3,3,0,0,5,5,0,0
27183759,3,3,3,3,0,0,10,10,0,0
27187321,3,2,3,3,0,0,4,4,0,0
27187389,3,0,3,3,0,0,5,5,0,0
27187396,3,1,3,2,0,1,25,5,3,17
27188002,3,3,3,3,0,0,13,8,5,0
27188074,3,1,4,4,0,0,8,7,0,1
27188177,3,1,3,3,0,0,5,4,0,1
27188211,3,2,3,3,0,0,3,3,0,0
27188306,3,1,3,3,0,0,9,8,1,0
27188316,3,1,7,7,0,0,4,4,0,0
27203540,3,1,3,3,0,0,10,9,1,0
27210670,3,2,3,2,0,1,7,2,2,3
27230261,3,2,3,3,0,0,5,3,2,0
27230546,3,2,3,3,0,0,8,7,0,1
27240644,3,1,3,3,0,0,14,12,1,1
27246569,3,1,3,3,0,0,28,24,3,1
27246579,3,3,3,3,0,0,20,12,2,6
27247864,3,2,3,3,0,0,7,7,0,0
27255436,3,3,3,3,0,0,18,8,10,0
27268186,3,1,3,2,0,1,7,5,1,1
27374570,3,1,4,2,0,2,13,3,4,6
27435832,3,0,3,3,0,0,8,5,3,0
27447632,3,1,3,3,0,0,7,6,1,0
27456495,3,0,3,3,0,0,7,6,1,0
27746924,3,0,5,5,0,0,27,16,1,10
28016509,3,3,3,3,0,0,4,4,0,0
28106333,3,0,3,3,0,0,8,3,4,1
28130631,3,3,3,2,0,1,21,12,5,4
28130659,3,1,3,3,0,0,10,7,3,0
28133954,3,0,3,2,0,1,7,3,2,2
28204249,3,0,3,3,0,0,24,17,0,7
28366118,3,0,3,3,0,0,3,3,0,0
28441053,3,1,3,3,0,0,21,14,4,3
28453423,3,1,5,5,0,0,7,5,1,0
28554387,3,1,3,3,0,0,11,10,1,0
28554778,3,0,3,3,0,0,18,11,2,4
28581293,3,0,3,3,0,0,10,7,3,0
29352270,3,3,4,4,0,0,4,4,0,0
29458687,3,2,4,4,0,0,7,3,4,0
29466750,3,0,3,1,0,2,26,9,9,8
29656024,3,2,3,2,0,1,13,9,1,3
31374625,3,1,3,3,0,0,6,6,0,0
31829077,3,1,3,0,3,0,14,0,13,1
31833109,3,1,5,5,0,0,30,21,4,5
31834129,3,1,3,3,0,0,9,8,1,0
31845393,3,2,3,3,0,0,4,4,0,0
31845407,3,2,3,3,0,0,4,4,0,0
31845509,3,3,6,6,0,0,5,4,1,0
31845533,3,3,3,3,0,0,13,13,0,0
31845578,3,1,3,3,0,0,3,3,0,0
31845831,3,2,3,3,0,0,3,3,0,0
31859972,3,1,3,2,0,1,34,16,4,14
31861028,3,0,4,4,0,0,7,7,0,0
32063358,3,3,3,1,0,2,27,5,3,19
32389259,3,0,6,6,0,0,7,7,0,0
32559616,3,3,3,1,0,2,25,6,8,11
32607098,3,0,4,4,0,0,11,11,0,0
32636153,3,1,3,3,0,0,10,8,2,0
32652662,3,1,3,2,0,1,10,7,1,2
32674738,3,0,3,2,0,1,12,2,2,8
32721622,3,2,5,5,0,0,7,7,0,0
32728184,3,2,3,0,0,3,14,4,4,6
32729874,3,1,3,3,0,0,4,3,1,0
32738704,3,0,3,2,0,1,19,12,0,7
32739325,3,1,3,0,0,3,40,5,5,30
32757555,3,1,3,2,0,1,6,5,0,1
32855581,3,1,3,2,0,1,11,8,0,3
32855617,3,1,3,3,0,0,11,7,4,0
32892386,3,0,4,4,0,0,12,10,2,0
32914940,3,2,3,3,0,0,9,6,2,1
32944881,3,2,3,2,0,1,13,9,2,2
33066555,3,3,3,3,0,0,3,3,0,0
33436951,3,1,3,3,0,0,6,5,1,0
33519897,3,1,3,3,0,0,13,8,2,3
33734668,3,1,4,4,0,0,3,3,0,0
33843081,3,2,3,3,0,0,29,9,1,19
33844199,3,1,4,0,0,4,34,15,8,11
33849820,3,0,3,3,0,0,3,3,0,0
34012293,3,0,3,2,0,1,10,3,3,4
34280435,3,1,4,0,0,4,17,4,2,11
34304167,3,0,3,0,3,0,11,3,8,0
34312238,3,1,3,0,3,0,22,4,17,1
34339486,3,1,3,3,0,0,6,6,0,0
34341179,3,0,3,3,0,0,5,4,1,0
34573039,3,0,3,1,0,2,30,13,1,16
34597432,3,1,3,3,0,0,4,4,0,0
34838602,3,2,3,3,0,0,13,4,2,7
34850059,3,1,3,3,0,0,7,7,0,0
34857890,3,1,3,2,0,1,9,2,1,6
34858183,3,2,3,3,0,0,36,19,4,13
34886116,3,1,3,2,0,1,32,25,2,5
35039476,3,3,3,3,0,0,9,9,0,0
35233875,3,0,5,0,0,5,12,7,1,4
35501133,3,3,3,0,0,3,29,9,2,18
36006279,3,0,3,2,0,1,8,6,0,2
36252098,3,0,3,2,0,1,10,6,1,3
36359815,3,0,4,4,0,0,6,6,0,0
36472817,3,0,3,3,0,0,4,4,0,0
36498371,3,2,4,4,0,0,8,8,0,0
36868046,3,2,4,2,0,2,8,4,1,3
36964109,3,0,4,2,0,2,21,6,2,13
37257347,3,1,3,3,0,0,8,7,0,1
37308539,3,1,3,3,0,0,25,21,2,2
37318180,3,0,3,0,3,0,9,0,5,4
37499018,3,2,4,4,0,0,13,8,2,3
38045354,3,1,5,0,5,0,13,0,10,2
38206524,3,0,3,3,0,0,8,5,1,2
19272742,2,1,2,2,0,0,3,3,0,0
19283714,2,0,2,1,0,1,23,16,1,6
19284170,2,1,2,2,0,0,3,3,0,0
19284247,2,0,2,1,0,1,13,9,0,4
19285790,2,1,2,1,0,1,9,2,1,6
19293223,2,1,3,2,0,1,38,25,4,9
19296208,2,0,2,1,0,1,16,12,1,3
19296226,2,1,2,2,0,0,5,5,0,0
19325611,2,1,2,1,0,1,16,9,1,6
19371618,2,1,2,2,0,0,23,18,0,5
19382262,2,1,2,1,0,1,3,1,1,1
19382980,2,1,5,5,0,0,3,3,0,0
19383756,2,0,2,2,0,0,3,3,0,0
19383967,2,0,2,2,0,0,3,3,0,0
19629206,2,1,2,1,0,1,21,6,2,13
19715649,2,1,2,1,0,1,26,15,2,9
19720526,2,1,2,2,0,0,7,6,1,0
19750072,2,1,2,0,0,2,9,2,4,3
19753309,2,1,2,2,0,0,2,2,0,0
19760576,2,0,2,2,0,0,2,2,0,0
19763708,2,1,2,2,0,0,3,3,0,0
19763724,2,0,2,1,0,1,13,4,3,6
19765186,2,2,2,1,0,1,4,1,1,2
19767269,2,0,3,3,0,0,6,4,1,1
19777270,2,1,2,2,0,0,14,9,5,0
19781889,2,1,2,1,0,1,8,5,1,2
19793846,2,1,2,1,0,1,25,10,2,13
19793847,2,1,2,1,0,1,26,10,2,14
19793887,2,1,3,1,0,2,28,18,2,8
19797359,2,1,2,2,0,0,16,16,0,0
19805266,2,0,2,0,0,2,19,0,1,18
19820924,2,1,2,2,0,0,7,7,0,0
19820932,2,1,2,1,0,1,10,4,1,5
19856308,2,0,3,1,0,2,5,1,2,2
19857016,2,0,3,3,0,0,6,5,1,0
19871704,2,1,2,0,0,2,7,1,2,4
20019429,2,1,2,2,0,0,5,3,2,0
20020374,2,1,2,0,0,2,6,1,1,4
20022647,2,0,2,2,0,0,3,2,0,1
20026549,2,0,2,1,0,1,6,3,1,2
20034679,2,2,2,1,0,1,11,2,1,8
20035004,2,2,2,0,0,2,16,9,3,4
20040849,2,1,2,2,0,0,7,5,2,0
20043302,2,0,2,2,0,0,11,4,1,6
20044495,2,1,2,2,0,0,7,2,4,0
20044920,2,1,2,1,0,1,25,11,1,13
20044946,2,2,2,0,0,2,20,3,1,16
20044965,2,1,2,1,0,1,34,11,0,23
20045225,2,2,2,2,0,0,10,9,1,0
20045387,2,0,2,1,0,1,7,0,1,5
20045407,2,1,2,1,0,1,5,2,1,2
20045418,2,2,2,1,0,1,5,2,1,2
20045444,2,2,2,1,0,1,17,1,2,14
20045487,2,1,2,1,0,1,15,4,4,7
20045513,2,2,2,1,0,1,23,2,2,19
20045842,2,0,2,2,0,0,8,8,0,0
20046219,2,2,2,1,0,1,9,2,5,2
20046266,2,0,2,2,0,0,5,3,0,2
20046332,2,2,4,3,0,1,5,3,1,1
20046966,2,2,2,0,0,2,5,0,2,3
20047564,2,0,2,2,0,0,4,3,1,0
20047583,2,0,2,2,0,0,13,12,1,0
20048154,2,1,2,2,0,0,21,11,3,7
20048207,2,2,3,3,0,0,8,8,0,0
20049835,2,0,2,2,0,0,33,24,1,8
20050784,2,0,2,1,0,1,13,5,3,5
20051014,2,0,2,1,0,1,7,4,1,2
20051776,2,1,2,1,0,1,17,12,1,4
20052272,2,1,2,2,0,0,7,4,1,2
20052503,2,1,2,2,0,0,9,5,4,0
20052536,2,1,2,2,0,0,5,5,0,0
20053123,2,0,2,2,0,0,15,14,1,0
20053410,2,1,2,1,0,1,11,4,2,5
20053458,2,2,2,1,0,1,7,5,0,2
20053595,2,0,2,2,0,0,7,7,0,0
20053633,2,0,2,2,0,0,9,5,0,4
20053801,2,1,3,1,0,2,7,1,1,5
20054002,2,1,2,1,0,1,14,7,4,3
20054200,2,0,2,2,0,0,16,14,2,0
20054672,2,1,2,2,0,0,2,2,0,0
20055101,2,1,2,2,0,0,4,3,0,1
20061130,2,1,2,0,0,2,11,4,2,5
20061157,2,1,2,2,0,0,3,3,0,0
20075780,2,1,2,2,0,0,10,4,3,3
20084008,2,1,2,2,0,0,3,2,0,1
20131288,2,1,2,0,0,2,13,0,1,12
20138860,2,0,2,1,0,1,13,3,2,8
20138999,2,2,2,2,0,0,11,9,2,0
20150189,2,1,2,1,0,1,12,4,6,2
20189424,2,0,2,2,0,0,2,2,0,0
20200834,2,1,2,2,0,0,3,2,0,0
20218819,2,0,2,2,0,0,4,4,0,0
20219194,2,0,2,2,0,0,2,2,0,0
20219204,2,1,2,2,0,0,3,3,0,0
20219205,2,0,2,2,0,0,10,4,6,0
20219213,2,1,2,1,0,1,3,1,1,1
20219230,2,1,3,3,0,0,2,2,0,0
20219259,2,0,3,3,0,0,5,5,0,0
20231028,2,0,2,2,0,0,4,4,0,0
20235155,2,1,2,1,0,1,5,2,1,2
20235157,2,0,2,2,0,0,6,3,3,0
20235163,2,1,2,2,0,0,3,2,1,0
20235164,2,0,2,2,0,0,2,2,0,0
20238079,2,0,2,2,0,0,9,3,6,0
20238129,2,1,3,3,0,0,4,4,0,0
20239632,2,1,2,1,0,1,5,1,2,2
20245055,2,2,2,2,0,0,2,2,0,0
20246018,2,0,3,2,0,1,16,7,0,9
20246066,2,0,2,2,0,0,8,7,1,0
20246068,2,2,2,2,0,0,11,10,1,0
20246070,2,0,3,3,0,0,8,5,1,2
20247172,2,1,2,2,0,0,10,7,2,1
20249288,2,1,2,1,0,1,5,2,0,3
20251733,2,1,2,2,0,0,4,4,0,0
20255808,2,1,3,3,0,0,5,5,0,0
20255824,2,1,2,0,0,2,8,0,2,6
20255910,2,2,2,2,0,0,12,10,2,0
20256109,2,0,2,2,0,0,8,6,2,0
20256173,2,1,2,2,0,0,6,3,2,1
20257608,2,0,2,2,0,0,5,5,0,0
20257893,2,2,2,1,0,1,6,1,1,4
20257952,2,0,2,0,0,2,7,2,1,4
20275339,2,0,2,1,0,1,9,4,0,5
20276454,2,1,2,1,0,1,4,1,1,2
20276497,2,0,2,2,0,0,5,3,2,0
20276962,2,1,2,2,0,0,19,9,1,9
20277866,2,0,2,1,0,1,6,2,1,3
20278261,2,0,2,0,0,2,17,1,1,15
20283423,2,1,2,2,0,0,9,5,1,3
20283553,2,0,2,2,0,0,25,20,5,0
20283586,2,2,2,1,0,1,4,1,1,2
20283813,2,0,2,2,0,0,24,20,1,3
20283814,2,1,2,2,0,0,27,16,1,10
20283918,2,1,2,1,0,1,9,3,5,1
20283957,2,2,2,2,0,0,12,11,1,0
20283995,2,2,2,2,0,0,8,8,0,0
20284058,2,2,2,2,0,0,6,6,0,0
20284134,2,2,2,1,0,1,8,1,1,6
20284266,2,0,2,2,0,0,4,4,0,0
20284271,2,0,2,2,0,0,7,7,0,0
20284272,2,2,2,2,0,0,2,2,0,0
20284284,2,2,2,2,0,0,14,8,6,0
20284296,2,2,4,4,0,0,34,15,4,15
20284300,2,1,2,2,0,0,5,2,2,1
20284308,2,2,2,2,0,0,49,24,2,23
20284310,2,1,3,3,0,0,3,2,1,0
20284335,2,1,2,2,0,0,31,31,0,0
20284366,2,1,2,1,0,1,10,4,4,2
20284368,2,1,2,2,0,0,10,4,1,5
20300295,2,1,2,1,0,1,5,2,1,2
20314182,2,0,2,2,0,0,11,10,0,1
20315534,2,1,2,0,0,2,7,0,0,6
20318567,2,2,2,2,0,0,45,33,1,11
20319924,2,1,2,2,0,0,13,9,3,1
20321616,2,0,2,2,0,0,33,6,1,26
20351883,2,1,2,1,0,1,4,2,1,1
20351886,2,1,2,0,0,2,8,2,1,5
20353376,2,1,2,1,0,1,12,6,0,6
20358513,2,2,4,1,0,3,5,3,1,1
20361537,2,0,2,2,0,0,5,2,2,1
20362042,2,1,2,2,0,0,6,5,1,0
20387883,2,0,2,2,0,0,2,2,0,0
20408833,2,2,2,0,0,2,27,5,3,19
20425510,2,0,2,2,0,0,3,2,1,0
20428375,2,0,2,2,0,0,2,2,0,0
20453052,2,1,2,2,0,0,3,3,0,0
20591428,2,0,2,2,0,0,32,23,2,7
20591714,2,1,2,2,0,0,4,3,1,0
20593950,2,1,3,2,0,1,5,2,1,2
20594727,2,1,2,2,0,0,5,5,0,0
20750840,2,0,2,2,0,0,4,2,2,0
20751345,2,0,2,1,0,1,24,15,1,8
20751890,2,0,2,2,0,0,4,4,0,0
20751920,2,0,2,0,0,2,5,1,2,2
20757449,2,1,2,1,0,1,5,4,0,1
20765728,2,1,2,2,0,0,12,9,0,3
20828326,2,0,2,2,0,0,11,10,1,0
20931765,2,1,2,2,0,0,2,2,0,0
20943184,2,1,2,2,0,0,3,3,0,0
20945877,2,0,2,2,0,0,5,5,0,0
20959844,2,1,2,0,0,2,23,14,1,8
20964059,2,2,3,1,0,2,17,9,0,8
20965743,2,1,2,1,0,1,15,9,0,6
20966491,2,0,3,3,0,0,14,13,1,0
20967527,2,1,2,2,0,0,3,2,1,0
20968053,2,1,2,1,0,1,9,4,1,4
20969093,2,1,3,3,0,0,2,2,0,0
20971398,2,1,2,1,0,1,15,13,1,1
20971776,2,2,2,2,0,0,2,2,0,0
20973310,2,0,3,3,0,0,2,2,0,0
20975095,2,2,2,2,0,0,12,9,1,2
20975508,2,1,3,3,0,0,2,2,0,0
20978570,2,1,3,0,0,3,11,6,3,2
20979959,2,0,2,1,0,1,7,2,0,5
21018563,2,1,2,2,0,0,5,3,2,0
21127820,2,1,2,1,0,1,34,28,3,3
21171921,2,1,2,1,0,1,6,3,0,3
21171931,2,0,2,0,0,2,6,1,1,4
21174009,2,0,2,2,0,0,2,1,0,0
21179768,2,1,2,1,0,1,5,1,2,2
21182993,2,0,2,0,0,2,4,0,0,4
